energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.926,0.592,127.147,0.0646,0.0199,0.0,4,0.537,5,187360,-3.868,0.486,0,audio_features,spotify:track:74inHQGjQj6w630tZ9wb2J
0.9,0.14,151.274,0.0545,0.00539,4.09e-05,4,0.525,2,163240,-6.815,0.883,1,audio_features,spotify:track:7lSDCrF11sdTVfjbAQVZE8
0.77,0.235,85.996,0.0434,0.0332,0.0,4,0.531,11,255907,-7.205,0.504,0,audio_features,spotify:track:1FsH6OZCKLWbBgqj8JcCvO
0.87,0.145,125.943,0.0452,0.0283,6.3e-06,4,0.674,5,231653,-4.688,0.26,0,audio_features,spotify:track:3rDFqo8yv93PtTmdOYOPzX
0.972,0.308,130.023,0.0372,4.48e-05,0.626,4,0.534,0,188400,-4.309,0.943,1,audio_features,spotify:track:1Qf8YGAWyajekT32SDCpbB
0.64,0.124,105.981,0.0336,0.29,0.00593,4,0.68,1,322267,-6.691,0.738,0,audio_features,spotify:track:2inSaXfDWLkOfwYPZItoBw
0.998,0.047,164.75,0.104,0.0438,0.245,4,0.648,6,176280,-3.085,0.81,1,audio_features,spotify:track:27KdlmrQh08xsorFR7aFov
0.969,0.0705,130.094,0.0414,0.175,0.0,4,0.812,0,213960,-3.844,0.667,1,audio_features,spotify:track:1OgEMobOHxmuSEECKrT4yx
0.97,0.0721,149.071,0.0786,0.0344,0.0,4,0.645,6,220178,-4.947,0.391,0,audio_features,spotify:track:3fnUvzulzK4SZGl5o1hgqx
0.267,0.141,76.848,0.362,0.796,0.0,4,0.643,8,183333,-13.198,0.846,1,audio_features,spotify:track:3hf8kPNd48tcmO5zMtQ6aB
0.885,0.255,151.883,0.0504,0.00999,4.59e-06,4,0.421,10,187558,-6.009,0.584,1,audio_features,spotify:track:2fzp6ojPHvZaz4uHXxpJVk
0.293,0.177,168.984,0.0303,0.817,0.0,3,0.245,4,161373,-10.361,0.344,1,audio_features,spotify:track:5KG2ahk1cONbHvg3dBdTbx
0.969,0.39,128.007,0.0582,0.259,0.000162,4,0.822,7,283748,-11.471,0.765,0,audio_features,spotify:track:08VeSelC8QYD1MIsK9gAmY
0.646,0.0792,122.073,0.039,0.0294,0.0343,4,0.426,10,126653,-8.048,0.263,1,audio_features,spotify:track:10ecV5dPqa4XJOtVQRqYSX
0.934,0.0639,140.002,0.0503,8.04e-05,0.823,4,0.513,4,148440,-5.967,0.72,0,audio_features,spotify:track:063VEY0lRmBnoNEG4Sw0n7
0.878,0.0364,108.031,0.0667,0.737,0.79,4,0.775,0,63043,-14.621,0.98,1,audio_features,spotify:track:72QScKYKjWtnv5yIQ5ZY55
0.7,0.215,128.001,0.046,0.00498,0.000125,4,0.711,1,211920,-4.805,0.801,0,audio_features,spotify:track:6mnjcTmK8TewHfyOp3fC9C
0.55,0.0737,80.001,0.262,0.0108,0.0,4,0.451,1,227960,-8.137,0.594,1,audio_features,spotify:track:2aIdVb8v9KTpEZnftkz2mD
0.416,0.111,131.952,0.0894,0.0324,0.0,4,0.771,0,246573,-8.188,0.218,0,audio_features,spotify:track:1Mp36AbVgpubAirlMV0qef
0.9,0.358,149.937,0.0482,6.79e-05,0.0,4,0.487,0,204000,-4.417,0.484,1,audio_features,spotify:track:00Mb3DuaIH1kjrwOku9CGU
0.446,0.11,104.962,0.0388,0.813,0.000124,4,0.519,5,184493,-9.287,0.654,1,audio_features,spotify:track:0zRtBDhwtIFTfoK2HuURbM
0.873,0.354,148.075,0.128,0.0244,0.0,4,0.746,7,222093,-3.803,0.817,1,audio_features,spotify:track:2d8JP84HNLKhmd6IYOoupQ
0.61,0.159,131.037,0.085,0.0852,0.0188,4,0.675,1,253800,-13.811,0.344,1,audio_features,spotify:track:6t1FIJlZWTQfIZhsGjaulM
